"source","source_incident_id","occurred_at","fetched_at","lat","lon","nature","disposition","address","city","geocoded_at","geocode_quality","status","raw","geocode_attempts","geocode_locked_by","geocode_locked_at","last_changed"
"lee_county","26-356532","2026-07-03 08:26:00+00","2026-07-06 04:53:21.58493+00",26.632658941692,-81.620883440516,"DISTURBANCE","10-GONE ON ARRIVAL","910 GREENWOOD AVE","LEHIGH ACRES","2026-07-06 06:01:02.777093+00","EXACT",,"{""id"": ""26-356532"", ""city"": ""LEHIGH ACRES"", ""nature"": ""DISTURBANCE"", ""address"": ""910 GREENWOOD AVE"", ""disposition"": ""10-GONE ON ARRIVAL"", ""occuredDate"": ""2026-07-03 04:26:00.0000000"", ""incidentNumber"": ""26-356532""}",0,"tolga_ec2_2","2026-07-06 05:00:44.324669+00","2026-07-06 04:53:21.58493+00"
"lee_county","26-356414","2026-07-03 05:24:02+00","2026-07-06 04:53:21.58493+00",26.509137078578,-81.953236009913,"DISTURBANCE","01-ARREST","15980 CHANCE WAY","FORT MYERS","2026-07-06 06:01:02.777093+00","EXACT",,"{""id"": ""26-356414"", ""city"": ""FORT MYERS"", ""nature"": ""DISTURBANCE"", ""address"": ""15980 CHANCE WAY"", ""disposition"": ""01-ARREST"", ""occuredDate"": ""2026-07-03 01:24:02.0000000"", ""incidentNumber"": ""26-356414""}",0,"tolga_ec2_2","2026-07-06 05:00:44.324669+00","2026-07-06 04:53:21.58493+00"
"lee_county","26-356413","2026-07-03 05:19:50+00","2026-07-06 04:53:21.58493+00",26.676825714947,-81.881506281176,"DISTURBANCE","05-HANDLED BY DEPUTY","91 CRESCENT LAKE DR","NORTH FORT MYERS","2026-07-06 06:01:02.777093+00","EXACT",,"{""id"": ""26-356413"", ""city"": ""NORTH FORT MYERS"", ""nature"": ""DISTURBANCE"", ""address"": ""91 CRESCENT LAKE DR"", ""disposition"": ""05-HANDLED BY DEPUTY"", ""occuredDate"": ""2026-07-03 01:19:50.0000000"", ""incidentNumber"": ""26-356413""}",0,"tolga_ec2_2","2026-07-06 05:00:44.324669+00","2026-07-06 04:53:21.58493+00"
"lee_county","26-356409","2026-07-03 05:15:38+00","2026-07-06 04:53:21.58493+00",26.605201343968,-81.648191413536,"BURGLARY - STRUC","08-REPORT TAKEN","1145 HOMESTEAD RD N","LEHIGH ACRES","2026-07-06 06:01:02.777093+00","EXACT",,"{""id"": ""26-356409"", ""city"": ""LEHIGH ACRES"", ""nature"": ""BURGLARY - STRUC"", ""address"": ""1145 HOMESTEAD RD N"", ""disposition"": ""08-REPORT TAKEN"", ""occuredDate"": ""2026-07-03 01:15:38.0000000"", ""incidentNumber"": ""26-356409""}",0,"tolga_ec2_2","2026-07-06 05:00:44.324669+00","2026-07-06 04:53:21.58493+00"
"lee_county","26-356396","2026-07-03 04:57:43+00","2026-07-06 04:53:21.58493+00",26.700681055951,-81.875029670265,"DISTURBANCE","05-HANDLED BY DEPUTY","7624 PIERRE CIR","NORTH FORT MYERS","2026-07-06 06:01:02.777093+00","EXACT",,"{""id"": ""26-356396"", ""city"": ""NORTH FORT MYERS"", ""nature"": ""DISTURBANCE"", ""address"": ""7624 PIERRE CIR"", ""disposition"": ""05-HANDLED BY DEPUTY"", ""occuredDate"": ""2026-07-03 00:57:43.0000000"", ""incidentNumber"": ""26-356396""}",0,"tolga_ec2_2","2026-07-06 05:00:44.324669+00","2026-07-06 04:53:21.58493+00"
"lee_county","26-356388","2026-07-03 04:52:04+00","2026-07-06 04:53:21.58493+00",,,"RECOVER PROP","08-REPORT TAKEN","LEELAND HEIGHTS BLVD / EIGHTH AVE","LEHIGH ACRES",,,,"{""id"": ""26-356388"", ""city"": ""LEHIGH ACRES"", ""nature"": ""RECOVER PROP"", ""address"": ""LEELAND HEIGHTS BLVD / EIGHTH AVE"", ""disposition"": ""08-REPORT TAKEN"", ""occuredDate"": ""2026-07-03 00:52:04.0000000"", ""incidentNumber"": ""26-356388""}",3,"tolga_ec2_2","2026-07-06 09:03:12.309737+00","2026-07-06 04:53:21.58493+00"
"lee_county","26-356348","2026-07-03 04:28:05+00","2026-07-06 04:53:21.58493+00",26.68805457271,-81.865462001361,"DISTURBANCE","11-CONDITION CORRECTED","5781 BAYSHORE RD","NORTH FORT MYERS","2026-07-06 06:01:02.777093+00","EXACT",,"{""id"": ""26-356348"", ""city"": ""NORTH FORT MYERS"", ""nature"": ""DISTURBANCE"", ""address"": ""5781 BAYSHORE RD"", ""disposition"": ""11-CONDITION CORRECTED"", ""occuredDate"": ""2026-07-03 00:28:05.0000000"", ""incidentNumber"": ""26-356348""}",0,"tolga_ec2_2","2026-07-06 05:00:44.324669+00","2026-07-06 04:53:21.58493+00"
"lee_county","26-356261","2026-07-03 03:25:43+00","2026-07-06 04:53:21.58493+00",26.676825714947,-81.881506281176,"DISTURBANCE","05-HANDLED BY DEPUTY","91 CRESCENT LAKE DR","NORTH FORT MYERS","2026-07-06 06:01:02.777093+00","EXACT",,"{""id"": ""26-356261"", ""city"": ""NORTH FORT MYERS"", ""nature"": ""DISTURBANCE"", ""address"": ""91 CRESCENT LAKE DR"", ""disposition"": ""05-HANDLED BY DEPUTY"", ""occuredDate"": ""2026-07-02 23:25:43.0000000"", ""incidentNumber"": ""26-356261""}",0,"tolga_ec2_2","2026-07-06 05:00:44.324669+00","2026-07-06 04:53:21.58493+00"
"lee_county","26-356107","2026-07-03 01:50:54+00","2026-07-06 04:53:21.58493+00",26.600178994234,-82.222143785644,"DISTURBANCE","05-HANDLED BY DEPUTY","442 GULF BEND DR","UPPER CAPTIVA","2026-07-06 06:01:02.777093+00","EXACT",,"{""id"": ""26-356107"", ""city"": ""UPPER CAPTIVA"", ""nature"": ""DISTURBANCE"", ""address"": ""442 GULF BEND DR"", ""disposition"": ""05-HANDLED BY DEPUTY"", ""occuredDate"": ""2026-07-02 21:50:54.0000000"", ""incidentNumber"": ""26-356107""}",0,"tolga_ec2_2","2026-07-06 05:00:44.324669+00","2026-07-06 04:53:21.58493+00"
"lee_county","26-356058","2026-07-03 01:20:46+00","2026-07-06 04:53:21.58493+00",26.579712283942,-81.604851857587,"DISTURBANCE","05-HANDLED BY DEPUTY","381 BELL BLVD S","LEHIGH ACRES","2026-07-06 06:01:02.777093+00","EXACT",,"{""id"": ""26-356058"", ""city"": ""LEHIGH ACRES"", ""nature"": ""DISTURBANCE"", ""address"": ""381 BELL BLVD S"", ""disposition"": ""05-HANDLED BY DEPUTY"", ""occuredDate"": ""2026-07-02 21:20:46.0000000"", ""incidentNumber"": ""26-356058""}",0,"tolga_ec2_2","2026-07-06 05:00:44.324669+00","2026-07-06 04:53:21.58493+00"
"lee_county","26-356036","2026-07-03 01:08:48+00","2026-07-06 04:53:21.58493+00",26.711256219207,-81.900779623463,"SHOTS FIRED","10-GONE ON ARRIVAL","3000 TAMIAMI","NORTH FORT MYERS","2026-07-06 06:01:02.777093+00","EXACT",,"{""id"": ""26-356036"", ""city"": ""NORTH FORT MYERS"", ""nature"": ""SHOTS FIRED"", ""address"": ""3000 TAMIAMI"", ""disposition"": ""10-GONE ON ARRIVAL"", ""occuredDate"": ""2026-07-02 21:08:48.0000000"", ""incidentNumber"": ""26-356036""}",0,"tolga_ec2_2","2026-07-06 05:00:44.324669+00","2026-07-06 04:53:21.58493+00"
"lee_county","26-356013","2026-07-03 00:52:56+00","2026-07-06 04:53:21.58493+00",26.585194666722,-81.634530287677,"DISTURBANCE","05-HANDLED BY DEPUTY","10672 CROSSBACK LN","LEHIGH ACRES","2026-07-06 06:01:02.777093+00","EXACT",,"{""id"": ""26-356013"", ""city"": ""LEHIGH ACRES"", ""nature"": ""DISTURBANCE"", ""address"": ""10672 CROSSBACK LN"", ""disposition"": ""05-HANDLED BY DEPUTY"", ""occuredDate"": ""2026-07-02 20:52:56.0000000"", ""incidentNumber"": ""26-356013""}",0,"tolga_ec2_2","2026-07-06 05:00:44.324669+00","2026-07-06 04:53:21.58493+00"
"lee_county","26-355993","2026-07-03 00:38:55+00","2026-07-06 04:53:21.58493+00",26.554237607712,-81.633730555786,"DOMESTIC VIOLENCE","01-ARREST","416 JOURFERIE RD","LEHIGH ACRES","2026-07-06 06:01:02.777093+00","EXACT",,"{""id"": ""26-355993"", ""city"": ""LEHIGH ACRES"", ""nature"": ""DOMESTIC VIOLENCE"", ""address"": ""416 JOURFERIE RD"", ""disposition"": ""01-ARREST"", ""occuredDate"": ""2026-07-02 20:38:55.0000000"", ""incidentNumber"": ""26-355993""}",0,"tolga_ec2_2","2026-07-06 05:00:44.324669+00","2026-07-06 04:53:21.58493+00"
"lee_county","26-355976","2026-07-03 00:28:20+00","2026-07-06 04:53:21.58493+00",26.55527389388,-81.882016441776,"DISTURBANCE","05-HANDLED BY DEPUTY","5810 NEWFOUNDLAND","FORT MYERS","2026-07-06 06:01:02.777093+00","EXACT",,"{""id"": ""26-355976"", ""city"": ""FORT MYERS"", ""nature"": ""DISTURBANCE"", ""address"": ""5810 NEWFOUNDLAND"", ""disposition"": ""05-HANDLED BY DEPUTY"", ""occuredDate"": ""2026-07-02 20:28:20.0000000"", ""incidentNumber"": ""26-355976""}",0,"tolga_ec2_2","2026-07-06 05:00:44.324669+00","2026-07-06 04:53:21.58493+00"
"lee_county","26-355967","2026-07-03 00:22:20+00","2026-07-06 04:53:21.58493+00",26.678520975435,-81.808901431056,"ASSAULT/BATTERY","08-REPORT TAKEN","4843 PALM BEACH BLVD","FORT MYERS","2026-07-06 06:01:02.777093+00","EXACT",,"{""id"": ""26-355967"", ""city"": ""FORT MYERS"", ""nature"": ""ASSAULT/BATTERY"", ""address"": ""4843 PALM BEACH BLVD"", ""disposition"": ""08-REPORT TAKEN"", ""occuredDate"": ""2026-07-02 20:22:20.0000000"", ""incidentNumber"": ""26-355967""}",0,"tolga_ec2_2","2026-07-06 05:00:44.324669+00","2026-07-06 04:53:21.58493+00"
"lee_county","26-355944","2026-07-03 00:07:37+00","2026-07-06 04:53:21.58493+00",26.590459840465,-81.672925753762,"DISTURBANCE","05-HANDLED BY DEPUTY","2903 25TH ST SW","LEHIGH ACRES","2026-07-06 06:01:02.777093+00","EXACT",,"{""id"": ""26-355944"", ""city"": ""LEHIGH ACRES"", ""nature"": ""DISTURBANCE"", ""address"": ""2903 25TH ST SW"", ""disposition"": ""05-HANDLED BY DEPUTY"", ""occuredDate"": ""2026-07-02 20:07:37.0000000"", ""incidentNumber"": ""26-355944""}",0,"tolga_ec2_2","2026-07-06 05:00:44.324669+00","2026-07-06 04:53:21.58493+00"
"lee_county","26-355939","2026-07-03 00:06:14+00","2026-07-06 04:53:21.58493+00",26.548756451769,-81.864745021744,"DOMESTIC VIOLENCE","01-ARREST","5430 ASHTON CIR","FORT MYERS","2026-07-06 06:01:02.777093+00","EXACT",,"{""id"": ""26-355939"", ""city"": ""FORT MYERS"", ""nature"": ""DOMESTIC VIOLENCE"", ""address"": ""5430 ASHTON CIR"", ""disposition"": ""01-ARREST"", ""occuredDate"": ""2026-07-02 20:06:14.0000000"", ""incidentNumber"": ""26-355939""}",0,"tolga_ec2_2","2026-07-06 05:00:44.324669+00","2026-07-06 04:53:21.58493+00"
"lee_county","26-355925","2026-07-02 23:55:39+00","2026-07-06 04:53:21.58493+00",26.667331423397,-81.908431076014,"THEFT MISD","14-CANCELLED PER COMPLAINANT","766 PONDELLA","NORTH FORT MYERS","2026-07-06 06:01:02.777093+00","EXACT",,"{""id"": ""26-355925"", ""city"": ""NORTH FORT MYERS"", ""nature"": ""THEFT MISD"", ""address"": ""766 PONDELLA"", ""disposition"": ""14-CANCELLED PER COMPLAINANT"", ""occuredDate"": ""2026-07-02 19:55:39.0000000"", ""incidentNumber"": ""26-355925""}",0,"tolga_ec2_2","2026-07-06 05:00:44.324669+00","2026-07-06 04:53:21.58493+00"
"lee_county","26-355895","2026-07-02 23:28:27+00","2026-07-06 04:53:21.58493+00",26.468287131113,-81.799573828923,"DISTURBANCE","05-HANDLED BY DEPUTY","18525 WINTER HAVEN RD","FORT MYERS","2026-07-06 06:01:02.777093+00","EXACT",,"{""id"": ""26-355895"", ""city"": ""FORT MYERS"", ""nature"": ""DISTURBANCE"", ""address"": ""18525 WINTER HAVEN RD"", ""disposition"": ""05-HANDLED BY DEPUTY"", ""occuredDate"": ""2026-07-02 19:28:27.0000000"", ""incidentNumber"": ""26-355895""}",0,"tolga_ec2_2","2026-07-06 05:00:44.324669+00","2026-07-06 04:53:21.58493+00"
"lee_county","26-355885","2026-07-02 23:23:08+00","2026-07-06 04:53:21.58493+00",26.495047081575,-81.784535882738,"DISTURBANCE","05-HANDLED BY DEPUTY","16411 CORPORATE COMMERCE WAY","FORT MYERS","2026-07-06 06:01:02.777093+00","EXACT",,"{""id"": ""26-355885"", ""city"": ""FORT MYERS"", ""nature"": ""DISTURBANCE"", ""address"": ""16411 CORPORATE COMMERCE WAY"", ""disposition"": ""05-HANDLED BY DEPUTY"", ""occuredDate"": ""2026-07-02 19:23:08.0000000"", ""incidentNumber"": ""26-355885""}",0,"tolga_ec2_2","2026-07-06 05:00:44.324669+00","2026-07-06 04:53:21.58493+00"
"lee_county","26-355863","2026-07-02 23:04:17+00","2026-07-06 04:53:21.58493+00",26.616235135123,-81.681062863469,"RECOVER MOTOR VEHICLE","01-ARREST","SUNSHINE BLVD N & 4TH ST W","LEHIGH ACRES","2026-07-06 06:01:02.777093+00","EXACT",,"{""id"": ""26-355863"", ""city"": ""LEHIGH ACRES"", ""nature"": ""RECOVER MOTOR VEHICLE"", ""address"": ""SUNSHINE BLVD N & 4TH ST W"", ""disposition"": ""01-ARREST"", ""occuredDate"": ""2026-07-02 19:04:17.0000000"", ""incidentNumber"": ""26-355863""}",0,"tolga_ec2_2","2026-07-06 05:00:44.324669+00","2026-07-06 04:53:21.58493+00"
"lee_county","26-355861","2026-07-02 23:02:00+00","2026-07-06 04:53:21.58493+00",26.348558349074,-81.779084830871,"DISTURBANCE","05-HANDLED BY DEPUTY","26801 OLD 41 RD","BONITA SPRINGS","2026-07-06 06:01:02.777093+00","EXACT",,"{""id"": ""26-355861"", ""city"": ""BONITA SPRINGS"", ""nature"": ""DISTURBANCE"", ""address"": ""26801 OLD 41 RD"", ""disposition"": ""05-HANDLED BY DEPUTY"", ""occuredDate"": ""2026-07-02 19:02:00.0000000"", ""incidentNumber"": ""26-355861""}",0,"tolga_ec2_2","2026-07-06 05:00:44.324669+00","2026-07-06 04:53:21.58493+00"
"lee_county","26-355843","2026-07-02 22:39:45+00","2026-07-06 04:53:21.58493+00",26.553782344764,-81.651172296896,"ANIMAL","10-GONE ON ARRIVAL","711 ARUNDEL CIR","FORT MYERS","2026-07-06 06:01:02.777093+00","EXACT",,"{""id"": ""26-355843"", ""city"": ""FORT MYERS"", ""nature"": ""ANIMAL"", ""address"": ""711 ARUNDEL CIR"", ""disposition"": ""10-GONE ON ARRIVAL"", ""occuredDate"": ""2026-07-02 18:39:45.0000000"", ""incidentNumber"": ""26-355843""}",0,"tolga_ec2_2","2026-07-06 05:00:44.324669+00","2026-07-06 04:53:21.58493+00"
"lee_county","26-355827","2026-07-02 22:27:52+00","2026-07-06 04:53:21.58493+00",26.552493553391,-81.616071402925,"ANIMAL","05-HANDLED BY DEPUTY","740 FULLERTON AVE S","LEHIGH ACRES","2026-07-06 06:01:02.777093+00","EXACT",,"{""id"": ""26-355827"", ""city"": ""LEHIGH ACRES"", ""nature"": ""ANIMAL"", ""address"": ""740 FULLERTON AVE S"", ""disposition"": ""05-HANDLED BY DEPUTY"", ""occuredDate"": ""2026-07-02 18:27:52.0000000"", ""incidentNumber"": ""26-355827""}",0,"tolga_ec2_2","2026-07-06 05:00:44.324669+00","2026-07-06 04:53:21.58493+00"
"lee_county","26-355825","2026-07-02 22:25:51+00","2026-07-06 04:53:21.58493+00",26.636958779707,-81.704822846286,"DISTURBANCE","05-HANDLED BY DEPUTY","2414 DELTA AVE N","LEHIGH ACRES","2026-07-06 06:01:02.777093+00","EXACT",,"{""id"": ""26-355825"", ""city"": ""LEHIGH ACRES"", ""nature"": ""DISTURBANCE"", ""address"": ""2414 DELTA AVE N"", ""disposition"": ""05-HANDLED BY DEPUTY"", ""occuredDate"": ""2026-07-02 18:25:51.0000000"", ""incidentNumber"": ""26-355825""}",0,"tolga_ec2_2","2026-07-06 05:00:44.324669+00","2026-07-06 04:53:21.58493+00"
"lee_county","26-355796","2026-07-02 22:04:35+00","2026-07-06 04:53:21.58493+00",26.465403485275,-81.798984228607,"DISTURBANCE","05-HANDLED BY DEPUTY","18671 BARTOW BLVD","FORT MYERS","2026-07-06 06:01:02.777093+00","EXACT",,"{""id"": ""26-355796"", ""city"": ""FORT MYERS"", ""nature"": ""DISTURBANCE"", ""address"": ""18671 BARTOW BLVD"", ""disposition"": ""05-HANDLED BY DEPUTY"", ""occuredDate"": ""2026-07-02 18:04:35.0000000"", ""incidentNumber"": ""26-355796""}",0,"tolga_ec2_2","2026-07-06 05:00:44.324669+00","2026-07-06 04:53:21.58493+00"
"lee_county","26-355777","2026-07-02 21:47:43+00","2026-07-06 04:53:21.58493+00",26.599625520674,-81.676014705556,"DISTURBANCE","05-HANDLED BY DEPUTY","3003 15TH ST SW","LEHIGH ACRES","2026-07-06 06:01:02.777093+00","EXACT",,"{""id"": ""26-355777"", ""city"": ""LEHIGH ACRES"", ""nature"": ""DISTURBANCE"", ""address"": ""3003 15TH ST SW"", ""disposition"": ""05-HANDLED BY DEPUTY"", ""occuredDate"": ""2026-07-02 17:47:43.0000000"", ""incidentNumber"": ""26-355777""}",0,"tolga_ec2_2","2026-07-06 05:00:44.324669+00","2026-07-06 04:53:21.58493+00"
"lee_county","26-355753","2026-07-02 21:31:13+00","2026-07-06 04:53:21.58493+00",26.523063085461,-81.870177895558,"DISTURBANCE","10-GONE ON ARRIVAL","15121 S TAMIAMI TRL","FORT MYERS","2026-07-06 06:01:02.777093+00","EXACT",,"{""id"": ""26-355753"", ""city"": ""FORT MYERS"", ""nature"": ""DISTURBANCE"", ""address"": ""15121 S TAMIAMI TRL"", ""disposition"": ""10-GONE ON ARRIVAL"", ""occuredDate"": ""2026-07-02 17:31:13.0000000"", ""incidentNumber"": ""26-355753""}",0,"tolga_ec2_2","2026-07-06 05:00:44.324669+00","2026-07-06 04:53:21.58493+00"
"lee_county","26-355735","2026-07-02 21:14:49+00","2026-07-06 04:53:21.58493+00",26.664181432191,-81.909650468406,"DISTURBANCE","01-ARREST","712 CAMELLIA DR","NORTH FORT MYERS","2026-07-06 06:01:02.777093+00","EXACT",,"{""id"": ""26-355735"", ""city"": ""NORTH FORT MYERS"", ""nature"": ""DISTURBANCE"", ""address"": ""712 CAMELLIA DR"", ""disposition"": ""01-ARREST"", ""occuredDate"": ""2026-07-02 17:14:49.0000000"", ""incidentNumber"": ""26-355735""}",0,"tolga_ec2_2","2026-07-06 05:00:44.324669+00","2026-07-06 04:53:21.58493+00"
"lee_county","26-355727","2026-07-02 21:09:39+00","2026-07-06 04:53:21.58493+00",26.662530486049,-81.917861307468,"ANIMAL","07-TURNED OVER TO OTHER AGENCY","912 HIBISCUS LN","NORTH FORT MYERS","2026-07-06 06:01:02.777093+00","EXACT",,"{""id"": ""26-355727"", ""city"": ""NORTH FORT MYERS"", ""nature"": ""ANIMAL"", ""address"": ""912 HIBISCUS LN"", ""disposition"": ""07-TURNED OVER TO OTHER AGENCY"", ""occuredDate"": ""2026-07-02 17:09:39.0000000"", ""incidentNumber"": ""26-355727""}",0,"tolga_ec2_2","2026-07-06 05:00:44.324669+00","2026-07-06 04:53:21.58493+00"
"lee_county","26-802349","2026-07-02 21:07:00+00","2026-07-06 04:53:21.58493+00",26.567143447543,-81.879299516378,"STOLEN PLATE","15-WRITTEN DOCUMENTATION NON UCR","1727 PARK MEADOWS DR","FORT MYERS","2026-07-06 06:01:02.777093+00","EXACT",,"{""id"": ""26-802349"", ""city"": ""FORT MYERS"", ""nature"": ""STOLEN PLATE"", ""address"": ""1727 PARK MEADOWS DR"", ""disposition"": ""15-WRITTEN DOCUMENTATION NON UCR"", ""occuredDate"": ""2026-07-02 17:07:00.0000000"", ""incidentNumber"": ""26-802349""}",0,"tolga_ec2_2","2026-07-06 05:00:44.324669+00","2026-07-06 04:53:21.58493+00"
"lee_county","26-355529","2026-07-02 20:52:00+00","2026-07-06 16:53:21.588848+00",,,"GRAND THEFT - RETAIL","08-REPORT TAKEN","10040 GULF CENTER DR","FORT MYERS",,,,"{""id"": ""26-355529"", ""city"": ""FORT MYERS"", ""nature"": ""GRAND THEFT - RETAIL"", ""address"": ""10040 GULF CENTER DR"", ""disposition"": ""08-REPORT TAKEN"", ""occuredDate"": ""2026-07-02 16:52:00.0000000"", ""incidentNumber"": ""26-355529""}",0,"tolga_ec2_2","2026-07-06 17:01:22.421989+00","2026-07-06 16:53:21.588848+00"
"lee_county","26-355678","2026-07-02 20:35:13+00","2026-07-05 16:53:21.60105+00",26.615628423346,-81.665455184264,"THEFT MISD","08-REPORT TAKEN","2523 LEE BLVD","LEHIGH ACRES","2026-07-05 18:02:47.944917+00","EXACT",,"{""id"": ""26-355678"", ""city"": ""LEHIGH ACRES"", ""nature"": ""THEFT MISD"", ""address"": ""2523 LEE BLVD"", ""disposition"": ""08-REPORT TAKEN"", ""occuredDate"": ""2026-07-02 16:35:13.0000000"", ""incidentNumber"": ""26-355678""}",0,"tolga_ec2_1","2026-07-05 17:02:47.542584+00","2026-07-05 16:53:21.60105+00"
"lee_county","26-355677","2026-07-02 20:35:03+00","2026-07-05 16:53:21.60105+00",26.563986163686,-81.579569848716,"DISTURBANCE","05-HANDLED BY DEPUTY","549 GENOA AVE S","LEHIGH ACRES","2026-07-05 18:02:47.944917+00","EXACT",,"{""id"": ""26-355677"", ""city"": ""LEHIGH ACRES"", ""nature"": ""DISTURBANCE"", ""address"": ""549 GENOA AVE S"", ""disposition"": ""05-HANDLED BY DEPUTY"", ""occuredDate"": ""2026-07-02 16:35:03.0000000"", ""incidentNumber"": ""26-355677""}",0,"tolga_ec2_1","2026-07-05 17:02:47.542584+00","2026-07-05 16:53:21.60105+00"
"lee_county","26-355649","2026-07-02 20:16:29+00","2026-07-05 16:53:21.60105+00",26.52965651142,-81.856931113559,"IDENTITY THEFT","15-WRITTEN DOCUMENTATION NON UCR","5860 HALIFAX AVE","FORT MYERS","2026-07-05 18:02:47.944917+00","EXACT",,"{""id"": ""26-355649"", ""city"": ""FORT MYERS"", ""nature"": ""IDENTITY THEFT"", ""address"": ""5860 HALIFAX AVE"", ""disposition"": ""15-WRITTEN DOCUMENTATION NON UCR"", ""occuredDate"": ""2026-07-02 16:16:29.0000000"", ""incidentNumber"": ""26-355649""}",0,"tolga_ec2_1","2026-07-05 17:02:47.542584+00","2026-07-05 16:53:21.60105+00"
"lee_county","26-355634","2026-07-02 20:10:44+00","2026-07-05 16:53:21.60105+00",26.57721813528,-81.655381161539,"DISTURBANCE","05-HANDLED BY DEPUTY","742 ALABAMA RD S","LEHIGH ACRES","2026-07-05 18:02:47.944917+00","EXACT",,"{""id"": ""26-355634"", ""city"": ""LEHIGH ACRES"", ""nature"": ""DISTURBANCE"", ""address"": ""742 ALABAMA RD S"", ""disposition"": ""05-HANDLED BY DEPUTY"", ""occuredDate"": ""2026-07-02 16:10:44.0000000"", ""incidentNumber"": ""26-355634""}",0,"tolga_ec2_1","2026-07-05 17:02:47.542584+00","2026-07-05 16:53:21.60105+00"
"lee_county","26-355587","2026-07-02 19:41:27+00","2026-07-05 16:53:21.60105+00",26.60979071857,-81.654041233552,"DISTURBANCE","05-HANDLED BY DEPUTY","270 BETH STACEY BLVD","LEHIGH ACRES","2026-07-05 18:02:47.944917+00","EXACT",,"{""id"": ""26-355587"", ""city"": ""LEHIGH ACRES"", ""nature"": ""DISTURBANCE"", ""address"": ""270 BETH STACEY BLVD"", ""disposition"": ""05-HANDLED BY DEPUTY"", ""occuredDate"": ""2026-07-02 15:41:27.0000000"", ""incidentNumber"": ""26-355587""}",0,"tolga_ec2_1","2026-07-05 17:02:47.542584+00","2026-07-05 16:53:21.60105+00"
"lee_county","26-355586","2026-07-02 19:40:43+00","2026-07-05 16:53:21.60105+00",26.608019683854,-81.64695435598,"FRAUD","08-REPORT TAKEN","1251 TAYLOR LN","LEHIGH ACRES","2026-07-05 18:02:47.944917+00","EXACT",,"{""id"": ""26-355586"", ""city"": ""LEHIGH ACRES"", ""nature"": ""FRAUD"", ""address"": ""1251 TAYLOR LN"", ""disposition"": ""08-REPORT TAKEN"", ""occuredDate"": ""2026-07-02 15:40:43.0000000"", ""incidentNumber"": ""26-355586""}",0,"tolga_ec2_1","2026-07-05 17:02:47.542584+00","2026-07-05 16:53:21.60105+00"
"lee_county","26-355563","2026-07-02 19:26:01+00","2026-07-05 16:53:21.60105+00",26.717018103355,-81.856342074493,"ANIMAL","07-TURNED OVER TO OTHER AGENCY","17440 SHELBY LN","NORTH FORT MYERS","2026-07-05 18:02:47.944917+00","EXACT",,"{""id"": ""26-355563"", ""city"": ""NORTH FORT MYERS"", ""nature"": ""ANIMAL"", ""address"": ""17440 SHELBY LN"", ""disposition"": ""07-TURNED OVER TO OTHER AGENCY"", ""occuredDate"": ""2026-07-02 15:26:01.0000000"", ""incidentNumber"": ""26-355563""}",0,"tolga_ec2_1","2026-07-05 17:02:47.542584+00","2026-07-05 16:53:21.60105+00"
"lee_county","26-355541","2026-07-02 19:18:21+00","2026-07-05 16:53:21.60105+00",26.591097972569,-81.649261233033,"DISTURBANCE","05-HANDLED BY DEPUTY","321 RUSHMORE AVE N","LEHIGH ACRES","2026-07-05 18:02:47.944917+00","EXACT",,"{""id"": ""26-355541"", ""city"": ""LEHIGH ACRES"", ""nature"": ""DISTURBANCE"", ""address"": ""321 RUSHMORE AVE N"", ""disposition"": ""05-HANDLED BY DEPUTY"", ""occuredDate"": ""2026-07-02 15:18:21.0000000"", ""incidentNumber"": ""26-355541""}",0,"tolga_ec2_1","2026-07-05 17:02:47.542584+00","2026-07-05 16:53:21.60105+00"
"lee_county","26-355482","2026-07-02 18:46:30+00","2026-07-05 16:53:21.60105+00",26.58133631167,-81.630004811963,"BURGLARY - CONV","08-REPORT TAKEN","327 RAWLINGS AVE","LEHIGH ACRES","2026-07-05 18:02:47.944917+00","EXACT",,"{""id"": ""26-355482"", ""city"": ""LEHIGH ACRES"", ""nature"": ""BURGLARY - CONV"", ""address"": ""327 RAWLINGS AVE"", ""disposition"": ""08-REPORT TAKEN"", ""occuredDate"": ""2026-07-02 14:46:30.0000000"", ""incidentNumber"": ""26-355482""}",0,"tolga_ec2_1","2026-07-05 17:02:47.542584+00","2026-07-05 16:53:21.60105+00"
"lee_county","26-355473","2026-07-02 18:43:03+00","2026-07-05 16:53:21.60105+00",26.660606914033,-81.801566883436,"DISTURBANCE","05-HANDLED BY DEPUTY","5828 ENTERPRISE PKWY","FORT MYERS","2026-07-05 18:02:47.944917+00","EXACT",,"{""id"": ""26-355473"", ""city"": ""FORT MYERS"", ""nature"": ""DISTURBANCE"", ""address"": ""5828 ENTERPRISE PKWY"", ""disposition"": ""05-HANDLED BY DEPUTY"", ""occuredDate"": ""2026-07-02 14:43:03.0000000"", ""incidentNumber"": ""26-355473""}",0,"tolga_ec2_1","2026-07-05 17:02:47.542584+00","2026-07-05 16:53:21.60105+00"
